ds,yhat,yhat_lower,yhat_upper
2015-03-23,1805.268709663732,-1014.7167322906969,4471.9401307654125
2015-03-24,2102.808484723489,-577.8313352380223,4703.585133030483
2015-03-25,1576.303230895996,-1096.8588638541594,4372.512038451345
2015-03-26,938.7717559459329,-1802.9133051912158,3739.3829600239137
2015-03-28,1871.8899300771411,-937.9993143431303,4629.280327043777
2015-03-29,1573.8159962152515,-1049.6863077803757,4256.405954096733
2015-03-30,1405.8699912532522,-1281.0234886962683,4109.196454943488
2015-03-31,1701.660192323663,-1118.8191003116374,4555.921233596315
2015-04-01,1180.7944025752015,-1587.821606774559,3826.941919695065
2015-04-02,555.6441254692828,-1993.0866125678194,3388.6717154085745
2015-04-04,1530.5503359138345,-1168.6409664822647,4296.690721421956
2015-04-05,1260.052244795731,-1587.0132894739781,4232.104058469511
2015-04-06,1122.8148249418464,-1627.7088963258936,3935.7147033353276
2015-04-07,1451.4202219195165,-1313.9473881812428,4107.0381510456555
2015-04-08,964.4550557325229,-1799.647233297619,3696.408401487163
2015-04-11,1412.8277166157034,-1372.1069879998824,4270.316346187889
2015-04-12,1171.340481574819,-1707.8260192870864,3739.7242247676318
2015-04-13,1060.0180936109343,-1640.994081428684,3835.1127119218486
2015-04-15,942.2714827019453,-1632.5237466627173,3677.0924182322187
2015-04-16,365.1962109706176,-2454.537846729506,2915.888064457615
2015-04-18,1419.9391598569935,-1249.2584376845584,4163.575900610885
2015-04-19,1179.8074715324624,-1726.1294771982994,3849.8321383809525
2015-04-20,1066.029218106239,-1669.0607397701745,3902.43313048497
2015-04-21,1411.0781864705366,-1258.6273025495514,4407.078175155842
2015-04-22,933.6626504196255,-1852.6022330796197,3641.5516185845345
2015-04-23,345.502915262977,-2373.108244066755,2986.3334998106607
2015-04-25,1373.6775185470294,-1359.1095762129162,4284.831206375132
2015-04-26,1119.4159833045271,-1638.258095840975,3782.277697008297
2015-04-28,1324.1057928356925,-1326.1859965802676,4070.014388403851
2015-04-29,835.4971324987714,-1971.1420854983546,3360.1038581505713
2015-04-30,238.28845728017973,-2606.1869911891927,2981.808476583269
2015-05-02,1256.5740152871342,-1591.1585382404733,4116.717742540559
2015-05-03,1002.1267179329855,-1766.4662375056957,3787.740198860732
2015-05-04,877.8121539069015,-1767.13412661441,3717.9377653551096
2015-05-05,1216.8186504934138,-1587.2916785098826,3923.073196237998
2015-05-06,738.414611777505,-2211.620958680005,3272.965652602664
2015-05-07,154.71193492312977,-2708.461919646647,2915.0643914282723
2015-05-08,770.100501129704,-1789.0289688564194,3562.2807177275545
2015-05-09,1208.812469784997,-1458.0544122350939,4069.1915690285973
2015-05-10,975.9059719791278,-1609.0132207013671,3694.9224215136715
2015-05-11,874.9214551965246,-2009.420556863455,3453.196298975335
2015-05-12,1238.5032465066404,-1622.9865163788456,3835.134170330689
2015-05-13,785.3392486651802,-1853.5858328776253,3536.088041612225
2015-05-14,226.94103763567045,-2542.8749294780478,3090.5343129563607
2015-05-16,1329.444617312041,-1424.8344994783922,4048.2100936123825
2015-05-17,1118.4874602089506,-1561.6821118940898,3817.2765329402264
2015-05-18,1037.2490004127403,-1861.908357423311,3706.989082584209
2015-05-19,1417.916132112274,-1321.4452860111755,4226.676504254449
2015-05-20,978.7885524044532,-1900.0071737041362,3602.401562106636
2015-05-21,431.06813533446643,-2366.99061818581,3312.0651261407515
2015-05-22,1078.317258853728,-1670.6024091896081,3896.8078270676233
2015-05-23,1544.044195766095,-1254.569940728924,4211.9158752143
2015-05-24,1332.7046386463699,-1395.2648235222398,4127.483223609148
2015-05-25,1247.372188566455,-1734.5043161145245,3909.700353701398
2015-05-26,1620.3700666099187,-1207.4760961191723,4459.061669245621
2015-05-27,1170.2167740239024,-1509.5286323410685,3948.9867082890028
2015-05-28,608.4079033293053,-2077.7304885618532,3503.6091069717195
2015-05-30,1685.5103121468235,-1089.5204188472765,4143.233786583044
2015-05-31,1453.255597624396,-1174.950939000703,4135.488242149927
2015-06-01,1345.6602681657073,-1534.7563083468326,4171.189300471681
2015-06-02,1695.5494361604685,-868.507557974735,4329.68713295941
2015-06-03,1221.9462242329012,-1559.6919651321784,3851.8912367428193
2015-06-04,636.8405033878855,-2123.4660214174564,3628.5393918914997
2015-06-06,1669.6605564098152,-1191.6848120555117,4447.109037231518
2015-06-07,1417.2511673397748,-1355.4643128638102,4049.598916652076
2015-06-08,1291.2973685046559,-1349.6315388644452,4261.354288813221
2015-06-09,1624.9056867781285,-1104.388411494558,4225.291038136759
2015-06-10,1137.3164770389617,-1458.3385035627239,3836.4306832351126
2015-06-13,1558.0048490590234,-1205.0782061062248,4175.421457967971
2015-06-14,1301.618001537354,-1224.2419391732953,3976.208801617434
2015-06-15,1174.072330625141,-1604.157461728909,3793.092734272304
2015-06-16,1508.3128171799108,-1200.715533067975,4149.330966681671
2015-06-17,1023.3722700760006,-1614.6050072906519,3718.6312196117756
2015-06-18,431.1455470150447,-2193.014476372145,3249.0702221337983
2015-06-20,1461.5205391215509,-1330.253699240555,4169.029555338242
2015-06-21,1213.1586756727434,-1562.4419781943295,3982.3132319460387
2015-06-22,1094.238457676538,-1692.546557085823,3732.476256401876
2015-06-23,1437.4117466786684,-1329.6350871441643,4332.558543830997
2015-06-24,961.4355407250711,-1754.2895956090167,3752.435841608488
2015-06-25,377.95352683835904,-2389.8111839397234,3277.9252940154684
2015-06-27,1424.3134351803762,-1466.6760006863688,4126.4737815699755
2015-06-28,1182.861837021963,-1571.3944954328113,3721.2492242270146
2015-06-29,1069.9779399548438,-1787.1458810880422,3864.2755430658503
2015-06-30,1418.2514791880583,-1266.7121789596158,4290.4572363578545
2015-07-01,946.4184049351261,-1702.2937119678957,3520.3661821228743
2015-07-02,366.1402610568068,-2402.4487458123044,3039.9144386235985
2015-07-04,1416.3346365850439,-1353.0353694243684,4076.448180101697
2015-07-05,1175.708183013155,-1617.1295671067023,3949.5591883466973
2015-07-06,1063.0879364509403,-1556.9231618853867,3696.3813768025934
2015-07-07,1411.2067830796605,-1258.3251457551523,4101.635430556167
2015-07-08,938.9505001379191,-1720.079452465324,3494.465721758218
2015-07-09,358.1305584201675,-2339.6450817918094,2933.3906982094104
2015-07-11,1407.4484675574618,-1437.2176428892465,4221.713914658649
2015-07-12,1166.7336529668494,-1592.9463223175762,3962.6029771458116
2015-07-13,1054.3896891208115,-1949.70903885514,3784.2495651701015
2015-07-14,1403.2180009645815,-1340.565584316497,4129.165097289939
2015-07-15,932.146067640345,-1963.534471878206,3721.630061598952
2015-07-18,1407.047578191337,-1189.0094638415164,4132.609487683039
2015-07-19,1169.285613897903,-1616.9837831336608,3892.756025501031
2015-07-20,1060.1799428894274,-1666.1986807096066,3700.3952890492073
2015-07-21,1412.4307687831217,-1391.979704793498,3899.84709719062
2015-07-22,944.8529765716601,-1637.2419417452718,3475.6922939641954
2015-07-23,369.15340664826476,-2403.0116055018307,3066.828431645783
2015-07-25,1429.4875703777816,-1420.8493941300987,4178.473334535059
2015-07-26,1194.3504628640965,-1292.2459388908658,3890.0109209690722
2015-07-27,1087.4068690590113,-1592.5684472670507,3998.7435484184184
2015-07-28,1441.295426862574,-1579.099878060378,4246.16234951805
2015-07-30,399.6100987842717,-2527.554075178143,3025.1705144554285
2015-08-01,1459.4202795874783,-1362.7613876576806,4337.84331074112
2015-08-02,1223.400888208708,-1603.547976919865,4107.706840768902
2015-08-03,1115.3203418953258,-1602.6473528607978,3984.928633856638
2015-08-04,1467.975053592644,-1002.1363858062092,4219.757099712673
2015-08-05,1000.3296322152999,-1693.0259485441447,3595.3873629654563
2015-08-06,424.29308012756405,-2545.9700776021386,3205.2760131849273
2015-08-08,1484.1959073052958,-1117.9421306109234,4268.2300855877575
2015-08-09,1249.5941161447154,-1480.4959290814797,4023.9141223875718
2015-08-11,1500.916336634003,-1253.4238652852655,4236.965883724537
2015-08-12,1039.0316612065258,-1690.352695336198,3972.3165153858517
2015-08-15,1551.7633441740907,-806.0413093059124,4476.204063288366
2015-08-16,1330.995665510347,-1307.122166789564,4022.486334899779
2015-08-17,1241.5636139446203,-1348.2045416268545,3984.0446995154225
2015-08-19,1174.7212734086206,-1507.6340150506117,4058.9309734289895
2015-08-20,628.3218347365583,-2101.047181389936,3233.218279456925
2015-08-22,1758.313570347352,-1072.65138978922,4520.854998992435
2015-08-23,1563.7586003425831,-1222.378358485434,4396.26796228859
2015-08-24,1501.2773316211035,-1227.8532712790368,4336.029495210251
2015-08-25,1903.4511042559184,-764.534486249757,4835.703161395989
2015-08-26,1488.9217983110748,-1125.2006090840425,4062.5576919677064
2015-08-27,969.1673971675347,-1843.7006420644873,3720.6198909477102
2015-08-29,2148.8809938744807,-533.1949360096484,4760.249374729871
2015-08-30,1976.4340461764646,-820.1162854617505,4680.2399916221875
2015-08-31,1933.5901864752866,-812.20877339873,4924.380992733208
2015-09-01,2352.476221166523,-334.04560752712257,4796.690056801988
2015-09-02,1951.308029745994,-720.2235504856866,4817.346510220773
2015-09-03,1441.17473971381,-1143.4259684896651,4091.168558498061
2015-09-05,2627.5877982382826,-134.2625070207606,5362.38345199122
2015-09-06,2451.694657330156,-369.8615418749792,4958.201884598413
2015-09-07,2400.6268451764936,-319.04734342908864,5125.797726399907
2015-09-08,2806.4092763957833,-33.12594873231668,5593.77562159802
2015-09-09,2387.226283384394,-334.89852421055747,5329.657471644783
2015-09-10,1854.207328041017,-782.4567279543807,4573.024706718589
2015-09-11,2510.8813045528696,-250.68184748264358,5417.205825987577
2015-09-12,2980.7577680449313,289.8451573943126,5922.030755013828
2015-09-13,2768.324376333218,136.5033637628895,5399.5518998792495
2015-09-14,2676.713576599043,-113.80490723319208,5456.232015354608
2015-09-15,3038.3309766769958,287.39877264753585,5810.756914391164
2015-09-16,2571.798279193161,40.451146067406384,5233.312809672155
2015-09-17,1988.7330999223784,-608.2807126810322,4868.065388330231
2015-09-19,3009.2681699395434,257.96731603180393,5877.47781340131
2015-09-20,2742.034254782247,-68.67472698149804,5425.842326173468
2015-09-21,2595.2483548098207,-14.419684428963409,5483.052095598291
2015-09-22,2901.9508850334323,-37.68050747528921,5502.249964870201
2015-09-23,2381.4042102031453,-371.1284055770411,4931.598013699177
2015-09-24,1745.8645041556867,-934.264899590764,4301.403802531846
2015-09-25,2300.0216766090216,-496.0052948501371,5151.872864584603
2015-09-26,2668.5659102314794,-69.93190416671357,5274.287005161444
2015-09-27,2357.1702918918486,-329.7441569098446,5112.628860452052
2015-09-28,2170.1427531261634,-596.5533354705589,4978.489443694673
2015-09-29,2441.039926558772,-309.78070233253703,4988.996324160804
2015-09-30,1889.5959469113182,-486.3170245909821,4825.068823926095
2015-10-01,1228.4886512712774,-1399.2794138424206,3921.618702184909
2015-10-02,1762.774335980868,-1156.6758254423764,4475.739259443814
2015-10-03,2117.4496345928515,-593.0187104382247,4905.548068267427
2015-10-04,1798.430020895062,-1139.7121736665886,4692.870032950106
2015-10-05,1610.1981725540368,-1276.6199779978535,4433.645857291938
2015-10-06,1886.4148247205023,-834.844951206577,4734.852625790039
2015-10-07,1346.8451681550594,-1353.2538835305572,4209.59479920297
2015-10-08,704.1232767861164,-1991.1505533432558,3293.818378469638
2015-10-09,1263.185756931643,-1445.6808823649849,4054.21332000193
2015-10-10,1648.8332221190606,-1200.335597166108,4497.499110159309
2015-10-11,1366.7091407605974,-1409.2157507353666,4307.3499161079535
2015-10-12,1220.9493382182259,-1506.1632784267924,4186.620873265804
2015-10-13,1544.7948292992594,-1235.0214248938437,4417.0273333565065
2015-10-14,1057.521081074732,-1793.314725556377,3637.655031076616
2015-10-15,471.20623205160916,-2164.9280100313754,3149.7783563603325
2015-10-16,1090.169493980215,-1719.9897998535073,3903.050205583781
2015-10-17,1538.5383637953998,-1088.2197533584317,4205.537822332956
2015-10-18,1321.2342029980011,-1303.3208728710686,4211.393336635681
2015-10-19,1241.6294590472955,-1541.0404607078433,3774.0661336864046
2015-10-20,1632.1691780372603,-1218.4772531972244,4418.35015742041
2015-10-21,1211.309860240969,-1620.6732826866141,3854.7018535419666
2015-10-22,690.2981052995187,-1975.1157430158237,3253.531716399122
2015-10-24,1881.5810230041589,-835.5610323947157,4366.4855229607865
2015-10-25,1721.3020214149733,-1075.535844099609,4285.797671802409
2015-10-26,1694.3907751502638,-1107.1743977187496,4371.934735699837
2015-10-27,2132.575171983906,-658.2522270569611,4779.107523119781
2015-10-28,1753.6546722857054,-634.1754582693702,4563.792178267915
2015-10-29,1268.2909888889085,-1569.0979248922683,4030.8536253559537
2015-10-31,2510.0863944459006,-441.3731351770812,5254.918376498987
2015-11-01,2363.960410287993,-272.59573583161495,5030.424246330112
2015-11-02,2343.50580681151,-253.47973040453005,5023.0372871606805
2015-11-03,2780.37497262674,-140.8590844611707,5415.667446380223
2015-11-04,2392.41355489107,-450.33216230343925,5056.648773644272
2015-11-05,1890.4533664926662,-966.849325767627,4631.521020189389
2015-11-07,3077.686525662771,281.38780418190413,5822.197223077529
2015-11-08,2894.5425824596214,245.72851944248362,5554.00895227002
2015-11-09,2831.3979567608194,47.20460218055781,5474.132045355989
2015-11-10,3220.64661843836,469.9625231911806,6005.020064504598
2015-11-11,2780.9636790877084,-101.23533460761057,5379.648303229496
2015-11-12,2224.0841905053976,-555.798522561119,5009.686495039739
2015-11-14,3295.7692866702873,658.3000987904489,6006.107687286197
2015-11-15,3054.0194784651776,272.6810089009652,5681.7905463878915
2015-11-16,2933.077898184776,107.6380757314867,5855.132412473064
2015-11-17,3266.3416310768616,558.0197338330049,6100.219539443068
2015-11-18,2773.448448887312,124.12466146479603,5446.3546954233425
2015-11-19,2167.0351920752228,-522.7832493389851,4692.791258030201
2015-11-20,2752.1630422845074,78.99433732795751,5793.50027692423
2015-11-21,3153.868548647351,456.10641353713334,5830.317381259611
2015-11-22,2878.1302607427924,168.80398038128396,5730.7040795862995
2015-11-23,2729.5045930344722,79.08089544405888,5271.797401871914
2015-11-24,3041.7239687759356,485.6493504884306,5699.744431313579
2015-11-25,2534.610733949774,-215.17321994673148,5250.842091394086
2015-11-26,1920.8297664611364,-864.5807449978038,4630.418106742288
2015-11-27,2505.3114039213115,-208.28707561218718,5271.346259648562
2015-11-28,2912.8037023235565,371.0789674234834,5653.890764126115
2015-11-29,2648.8439450961528,-148.9059220149863,5378.222651110715
2015-11-30,2517.4030077591483,-190.79264780772957,5241.687782899301
2015-12-01,2851.495517786385,225.41387447845847,5686.240029475764
2015-12-02,2370.1091032240674,-589.9959165180454,4934.602972711268
2015-12-03,1784.975371835223,-1030.7830502944753,4522.974115343096
2015-12-04,2400.013877787377,-382.4016720038215,5173.893201242361
2015-12-05,2838.9076491309756,-112.27168707133042,5541.107673209291
2015-12-06,2606.0996870557046,-28.88778578583986,5304.585146517682
2015-12-07,2504.4634808067567,-240.77376709620458,5343.082296494293
2015-12-08,2865.9398729890013,140.73928924014237,5606.424830566584
2015-12-09,2408.492935531632,-447.5579629426847,4889.545824452555
2015-12-10,1842.9068514549226,-911.0066714198978,4622.450443700243
2015-12-12,2919.495106961639,180.40591286456413,5709.341604015986
2015-12-13,2688.491538098566,-35.21877453657422,5360.44488470235
2015-12-14,2581.696815257127,-246.37784060317887,5285.096121632235
2015-12-15,2930.804641822054,143.6619445528977,5752.8225502581
2015-12-16,2453.7144490034834,-393.430283448472,5244.463681485646
2015-12-17,1861.3332399262124,-663.2689027528676,4439.987735647357
2015-12-19,2864.302439407863,103.25282964005524,5519.661642767718
2015-12-20,2587.6391652896027,-296.79418264635115,5091.066473235127
2015-12-21,2430.3394899468144,-271.67207649737355,5099.801542984077
2015-12-22,2725.0734102003526,147.7864896669276,5513.205769496863
2015-12-23,2190.8401198297997,-548.0285206987268,4819.557814925928
2015-12-24,1539.7452880611932,-1177.1057034911207,4209.47493793787
2015-12-26,2425.6981940470987,-368.068465446426,4944.339513140314
2015-12-27,2093.367063623616,-764.2900982666746,4641.154464979694
2015-12-28,1884.0355796432557,-918.4032542722547,4646.7193750520655
2015-12-29,2131.622236682388,-454.69033735491763,5032.361140473796
2015-12-30,1556.290496126086,-958.2924395728188,4440.047517323003
2015-12-31,871.1964978016757,-1564.9879269913856,3612.0544147738997
2016-01-02,1713.9213527552574,-1028.2373069947378,4430.535764736534
2016-01-03,1373.6638227771048,-1598.4737031935788,4091.471600075452
2016-01-04,1166.07330277234,-1579.116021981088,4042.6884822266343
2016-01-05,1425.2106527388576,-1253.6914589072974,4429.736539902615
2016-01-06,871.1612879891708,-1804.9748934848312,3430.0903316856106
2016-01-09,1146.9521964456642,-1682.9471050264453,3905.015526666092
2016-01-10,861.7806829121254,-1948.7584983657575,3623.086044252708
2016-01-12,1040.7796102547763,-1745.0888401005159,3876.595100189663
2016-01-13,556.4847144599898,-2020.642599497943,3257.8162253753558
2016-01-17,831.9265125081228,-1904.492374501162,3785.0272283454237
2016-01-19,1135.7242829746315,-1830.3449276056365,4124.219202947932
2016-01-23,1305.5755092791214,-1329.2518422810394,4044.9541135882946
2016-01-24,1106.8179617155893,-1629.3474498685025,3744.9131710832576
2016-01-26,1414.7499009214994,-1240.5524058664555,4292.599626254334
2016-01-27,970.4846042904388,-1925.3926562659408,3638.7204850769003
2016-01-28,410.6790640514339,-2265.0393259422012,3459.907208549398
2016-01-30,1477.669663235562,-1285.412753533055,4015.657940490333
2016-01-31,1232.4238838199924,-1429.9368703352545,3889.8335903324705
2016-02-03,928.58470737279,-1644.3744494991843,3725.004179292723
2016-02-06,1258.5756883544418,-1364.9003430306175,4055.1216144307077
2016-02-07,959.6361507695302,-1576.7107919038901,3799.887526825237
2016-02-08,785.0084681941984,-1933.6279396902096,3498.657767383407
2016-02-09,1068.8874713164678,-1823.590836978205,3803.4232516311067
2016-02-10,531.6951891222037,-1936.5709044569408,3179.3370130470926
2016-02-14,524.1975515442239,-2148.2217652847053,3228.6553015929217
2016-02-15,366.7009710409545,-2452.3841368302633,3205.5939752641643
2016-02-16,678.5581265435377,-1979.211241307007,3520.552846070074
2016-02-18,-416.7572557555043,-3089.8935711587906,2322.47201970872
2016-02-20,635.9323442203037,-1990.8965182393517,3257.4554934427506
2016-02-21,415.07277044883494,-2407.9552040013973,3155.978460989105
2016-02-22,334.7634288436948,-2426.7350698671316,3031.868294924095
2016-02-23,727.5407235788894,-1977.5398349788495,3422.648982974989
2016-02-25,-201.30254467856435,-2893.700276910978,2458.6588709336056
2016-02-27,1012.7883817849261,-1879.965618267132,3651.4686154771116
2016-02-28,866.5995966472187,-1936.6460481115066,3745.979979680805
2016-03-01,1308.8215452539491,-1513.6704164006724,3827.772003368247
2016-03-02,945.589259725877,-1786.1926785232401,3624.0043222679005
2016-03-05,1742.784732381533,-1042.7265408026335,4463.248326303663
2016-03-06,1606.3047811099543,-1263.9182606234242,4399.5001451712005
2016-03-07,1592.737754146242,-1039.057915115776,4444.134885373283
2016-03-08,2033.3739931904433,-650.8550341898516,4787.950289887547
2016-03-09,1645.7860412891341,-1297.6262666829334,4411.923656217328
2016-03-10,1140.628374107927,-1489.8563878789037,4237.319944323097
2016-03-12,2310.5410266434315,-591.6219433872349,5108.2799424858395
2016-03-13,2113.4132969967504,-596.6912223969621,4974.090535287838
2016-03-14,2032.9831569327193,-803.0235593453175,4679.6759116423145
2016-03-15,2401.9338028717357,-324.39779331859495,5170.18284869045
2016-03-16,1939.2993101710606,-709.6922404014548,4577.721582437253
2016-03-17,1357.2299372579193,-1288.0540952408332,4035.546260446285
2016-03-19,2373.6711692960007,-286.5203250225845,5087.240702876431
2016-03-20,2102.839394998423,-820.5695899888518,5067.110582092125
2016-03-21,1952.4888198664146,-734.0924305741147,4783.30578959851
2016-03-22,2256.476300894783,-566.806580237945,4992.394276498302
2016-03-23,1734.8632681568843,-1073.852374365788,4554.061554789819
2016-03-24,1100.6576473529044,-1788.6491529584116,4002.777937397175
2016-03-26,2035.8684489838051,-575.9970550244059,4799.29611300632
2016-03-27,1736.7140637394032,-967.9260000242444,4577.542231016317
2016-03-28,1566.4207363633182,-1051.903839212633,4452.2080957240105
2016-03-29,1858.7411304870914,-913.3794447687072,4712.958077461965
2016-03-30,1333.4470769566256,-1204.8742548379494,4268.102319023584
2016-03-31,703.0888956264733,-1887.5881100051765,3541.8695657313697
2016-04-02,1665.9989775470956,-1088.8998298687532,4351.973474535702
2016-04-04,1245.4391335439045,-1487.718376895775,4090.155322601297
2016-04-05,1567.7807259478843,-1223.083205199382,4255.107801421849
2016-04-06,1074.8716039664237,-1712.3580582267673,3688.2418882625902
2016-04-07,478.23715318918744,-2131.7577634617533,3265.1804802632582
2016-04-09,1508.6604221447608,-1349.4406146201975,4141.112189054735
2016-04-10,1263.7214720329066,-1390.2795175248327,3804.605886375784
2016-04-11,1149.7514471347645,-1738.9901366370093,3859.2530917908744
2016-04-13,1029.1734144541028,-1701.1993492124295,3883.4287676057857
2016-04-14,451.87540100367437,-2253.820449821503,3207.0546940080376
2016-04-16,1508.2841907318168,-1298.4077273778519,4182.556120502358
2016-04-17,1269.8705267418413,-1557.6407399978054,4097.8257969195765
2016-04-18,1158.2601203683153,-1471.3860229698357,3801.632663557231
2016-04-19,1505.8070298562054,-1175.4956718727883,4099.1379079188855
2016-04-20,1031.0927827711528,-1832.5679766468281,3877.97944379104
2016-04-21,445.7078945463054,-2233.951656239245,3406.2737555595104
2016-04-22,1053.699283813014,-1841.018418195715,3762.177383849442
2016-04-24,1227.1252914135425,-1437.2471245637062,4130.786898305721
2016-04-25,1101.404791344928,-1519.0919714777665,4014.2391397264196
2016-04-26,1435.0161871695652,-1412.433492415635,4198.763143956607
2016-04-27,947.2010716798912,-1861.4796450848562,3646.793414591785
2016-04-28,350.16927922854165,-2426.816284453388,2997.6607566613507
2016-04-29,948.5286940036804,-1875.273087919084,3657.632779036703
2016-04-30,1366.8415437313417,-1259.9762698091326,4172.618610610174
2016-05-01,1110.5970740664275,-1691.209811102069,3900.3679266421254
2016-05-02,983.8542320968314,-1885.5907257499648,3828.166016507169
2016-05-03,1319.8473684129713,-1475.0454732684111,4067.9936904683345
2016-05-04,837.9083658282668,-1923.2279051310275,3404.9602970482915
2016-05-07,1295.4223489244034,-1358.9130259628696,4163.364104298233
2016-05-08,1057.7984801161601,-1878.0554355722136,3630.5391595921633
2016-05-09,952.0699385769688,-1790.9955156400129,3618.661915744973
2016-05-10,1311.0205046074277,-1330.5039342925495,4083.2212589824235
2016-05-11,853.4242408735307,-1989.3954344720564,3604.9281035830004
2016-05-12,290.89899646441495,-2607.034539725047,2928.5909279053512
2016-05-13,927.3295114693766,-1906.6752138285042,3707.2876974091396
2016-05-14,1386.4458386130136,-1472.81813722837,3865.766300897014
2016-05-15,1172.8208030227229,-1462.841264009981,3905.0572838365433
2016-05-16,1089.5393744947162,-1690.204344018938,3856.2514291377875
2016-05-17,1468.8321714845408,-1571.762244013167,4162.107111429386
2016-05-18,1029.025701624525,-1664.02282615193,3681.877692406581
2016-05-20,1129.3037670426834,-1576.6626381773058,3913.293069068264
2016-05-21,1596.426877763554,-1129.9969723767724,4545.837284755519
2016-05-22,1387.1163470426802,-1558.5829652160842,3863.686556102286
2016-05-23,1304.3915000609459,-1449.913761872785,3998.8224626862084
2016-05-24,1680.5087824992984,-1321.5020050590444,4231.265502832961
2016-05-25,1233.9094698147842,-1482.5479006295093,3908.0379492656416
2016-05-26,676.0037568022859,-2078.034904280556,3452.5962694470404
2016-05-28,1761.592276967092,-1039.8271645382692,4401.279487777868
2016-05-29,1533.731160308973,-1199.9817358526436,4219.401150513605
2016-05-30,1430.5049111842893,-1492.6272940676597,4383.879986222592
2016-05-31,1784.6495926911637,-718.7647239571642,4768.995115009055
2016-06-01,1315.1055986949646,-1517.3382698762475,4090.465206335086
2016-06-04,1773.1255000287285,-1163.1943207427626,4713.6159879997085
2016-06-05,1523.349971012727,-1224.4524360610465,4304.407931897041
2016-06-07,1734.8794153867966,-1069.013002982458,4504.669338777899
2016-06-08,1248.512228718057,-1605.4622098039213,3817.9569315278013
